NAME,RUNID,EVENTID,START,EVENTMJD,I3TYPE,RA [deg],DEC [deg],RA_ERR_PLUS_50 [deg],RA_ERR_MINUS_50 [deg],DEC_ERR_PLUS_50 [deg],DEC_ERR_MINUS_50 [deg],RA_ERR_PLUS_90 [deg],RA_ERR_MINUS_90 [deg],DEC_ERR_PLUS_90 [deg],DEC_ERR_MINUS_90 [deg],CONTOUR AREA (50%) [sqdeg],CONTOUR AREA (90%) [sqdeg],ENERGY [TeV],FAR [1/yr],P_ASTRO,OTHER_I3TYPES
IC220225A,136366,14203460,2022-02-25 14:12:00.684,59635.59167458641,gfu-bronze,33.66,-0.19,0.52,0.47,0.32,0.34,0.95,0.88,0.59,0.61,0.51,1.72,159,2.03,0.397,
IC220303A,136385,7450363,2022-03-03 18:00:07.622,59641.750088217326,gfu-gold,268.33,11.22,0.4,0.33,0.3,0.28,0.7,0.59,0.54,0.5,0.32,1.01,420,0.49,0.782,"gfu-bronze, ehe-gold"
IC220304A,136388,4701751,2022-03-04 17:44:12.213,59642.73903024672,gfu-gold,49.57,8.57,1.5,1.51,1.37,6.41,3.42,3.42,2.91,8.92,17.79,62.5,284,0.48,0.652,gfu-bronze
IC220306A,136392,25495567,2022-03-06 03:46:37.068,59644.15737346921,gfu-gold,315.09,8.5,0.22,0.32,0.17,0.16,0.45,0.5,0.32,0.31,0.14,0.46,434,0.42,0.791,"gfu-bronze, ehe-gold"
IC220317A,136441,11435033,2022-03-17 02:32:17.683,59655.105760218175,gfu-bronze,155.35,11.11,0.32,0.29,0.34,0.37,0.57,0.54,0.63,0.66,0.33,1.11,143,1.76,0.386,
IC220405A,136504,1833389,2022-04-05 04:57:26.116,59674.20655226513,gfu-bronze,134.69,-1.19,0.29,0.28,0.28,0.26,0.53,0.52,0.5,0.48,0.24,0.81,132,2.9,0.34,
IC220405B,136506,15341152,2022-04-05 22:20:03.413,59674.93059505728,gfu-bronze,320.27,29.27,0.29,0.38,0.25,0.26,0.58,0.67,0.47,0.49,0.24,0.81,110,1.87,0.382,
IC220421A,136556,43687362,2022-04-21 05:20:18.257,59690.22243353568,gfu-bronze,114.35,6.02,0.31,0.29,0.36,0.35,0.56,0.54,0.64,0.64,0.33,1.09,161,1.93,0.394,
IC220424A,136565,2186969,2022-04-24 01:06:24.064,59693.04611185014,gfu-gold,345.67,8.8,0.27,0.24,0.29,0.28,0.49,0.46,0.52,0.51,0.22,0.76,191,1.1,0.519,gfu-bronze
IC220425A,136568,17854328,2022-04-25 02:44:57.816,59694.11455805511,ehe-gold,267.41,-11.34,0.4,0.47,0.47,0.4,0.86,0.85,0.87,0.74,0.58,2.09,596,0.56,0.169,
IC220501A,136588,56014830,2022-05-01 22:50:58.635,59700.952067539816,gfu-bronze,311.57,18.72,0.29,0.27,0.26,0.24,0.54,0.52,0.48,0.46,0.21,0.73,139,1.91,0.423,
IC220509A,136615,14688828,2022-05-09 18:19:04.116,59708.7632420855,gfu-gold,334.47,4.71,0.35,0.33,0.33,0.37,0.63,0.68,0.58,0.62,0.37,1.19,186,1.35,0.479,gfu-bronze
IC220513A,136627,61640402,2022-05-13 23:23:12.606,59712.97445146306,gfu-gold,222.71,-1.31,0.54,0.35,0.27,0.26,0.91,0.71,0.48,0.49,0.37,1.24,221,0.78,0.583,gfu-bronze
IC220524A,136662,35405932,2022-05-24 07:41:32.185,59723.32051140454,gfu-bronze,47.2,-3.47,1.81,0.41,0.31,0.31,2.11,0.62,0.48,0.47,0.61,1.99,125,2.57,0.352,
IC220624A,136766,7637140,2022-06-24 16:13:16.405,59754.67588432013,gfu-gold,223.24,40.47,0.72,0.78,0.79,0.69,1.29,1.36,1.37,1.24,1.1,4.54,200,0.17,0.631,gfu-bronze
IC220627A,136775,22443736,2022-06-27 17:51:54.276,59757.74437819295,gfu-bronze,165.45,5.0,0.32,0.29,0.34,0.32,0.59,0.56,0.62,0.6,0.32,1.09,136,3.16,0.332,
IC220629A,136783,66879340,2022-06-29 23:51:31.693,59759.99411681655,gfu-bronze,164.18,4.29,0.24,0.25,0.24,0.24,0.46,0.47,0.44,0.45,0.19,0.65,139,3.0,0.34,
IC220822A,136973,28816141,2022-08-22 20:26:30.030,59813.85173645854,gfu-bronze,270.97,21.74,0.48,0.41,0.36,0.37,0.9,0.82,0.67,0.68,0.45,1.59,122,1.82,0.402,
IC220907A,137019,70165712,2022-09-07 06:46:47.516,59829.28249439796,gfu-bronze,224.44,44.85,1.23,1.21,0.42,0.55,2.06,2.23,0.78,1.0,1.32,4.25,138,0.39,0.478,
IC220918A,137065,22012496,2022-09-18 12:46:05.323,59840.532006050445,gfu-gold,75.59,3.47,0.41,0.41,0.52,0.52,0.74,0.77,0.95,0.98,0.66,2.28,175,1.58,0.443,gfu-bronze
IC220928A,137096,70551815,2022-09-28 12:32:38.300,59850.522665511824,gfu-bronze,208.08,10.05,0.26,0.27,0.3,0.32,0.48,0.49,0.55,0.57,0.25,0.85,156,1.74,0.407,
IC221104A,137217,75180896,2022-11-04 06:10:08.181,59887.25703912928,gfu-bronze,210.01,15.09,0.28,0.27,0.32,0.27,0.52,0.51,0.56,0.51,0.25,0.83,112,2.41,0.335,
IC221124A,137296,24212476,2022-11-24 15:46:02.269,59907.65697070942,gfu-bronze,299.05,3.36,0.51,0.6,0.49,0.45,0.97,1.22,0.86,0.81,0.81,2.78,154,2.43,0.369,
IC221210A,137350,7930341,2022-12-10 08:35:11.239,59923.357768972266,gfu-bronze,336.01,24.5,1.84,4.36,2.39,1.31,3.53,6.23,3.54,2.88,15.03,43.03,171,0.91,0.528,
IC221216A,137390,43495485,2022-12-16 06:00:14.018,59929.250162242504,gfu-bronze,5.93,10.35,1.42,0.7,0.45,0.46,2.09,1.33,0.85,0.81,1.33,4.29,162,1.46,0.436,
IC221223A,137467,64735045,2022-12-23 07:43:00.523,59936.321533829934,gfu-gold,350.95,34.45,0.59,0.66,0.43,0.34,1.2,1.14,0.76,0.65,0.6,2.1,379,0.24,0.813,gfu-bronze
IC221224A,137469,77414913,2022-12-24 00:55:09.291,59937.03830197822,gfu-bronze,335.92,1.38,0.24,0.26,0.24,0.23,0.47,0.48,0.45,0.44,0.19,0.65,120,3.47,0.312,
IC221229A,137487,35344578,2022-12-29 07:25:27.884,59942.30935051353,gfu-gold,31.55,4.29,0.31,0.33,0.3,0.28,0.57,0.6,0.53,0.51,0.29,0.96,221,0.85,0.574,gfu-bronze
IC230112A,137537,52990531,2023-01-12 06:44:50.604,59956.28114124681,gfu-bronze,24.79,0.56,0.29,0.26,0.23,0.28,0.53,0.51,0.44,0.5,0.22,0.76,115,3.71,0.301,
IC230122A,137571,16496893,2023-01-22 03:50:02.001,59966.15974537747,gfu-bronze,17.71,8.39,0.38,0.39,0.54,0.61,0.71,0.7,1.01,1.11,0.68,2.3,111,3.28,0.29,
IC230201A,137603,30799022,2023-02-01 06:20:54.421,59976.264518767246,gfu-bronze,346.11,12.06,0.28,0.33,0.3,0.31,0.54,0.59,0.55,0.56,0.29,0.96,130,1.87,0.365,
IC230217A,137661,22129736,2023-02-17 20:49:43.376,59992.86786314296,hese-bronze,123.93,19.19,0.33,0.41,0.46,0.49,0.58,0.86,0.9,0.9,0.49,1.88,55,1.88,0.454,
IC230220A,137668,51133257,2023-02-20 07:39:10.837,59995.31887543253,gfu-bronze,359.34,3.28,0.28,0.29,0.28,0.25,0.51,0.53,0.49,0.47,0.23,0.78,158,2.16,0.383,
IC230306A,137711,79205800,2023-03-06 10:59:30.414,60009.457990902236,gfu-gold,72.95,34.55,0.27,0.28,0.32,0.27,0.5,0.52,0.59,0.49,0.2,0.69,183,0.63,0.584,gfu-bronze
IC230401A,137794,38132005,2023-04-01 16:14:18.907,60035.67660771601,gfu-bronze,7.51,2.76,0.63,0.56,0.35,0.38,1.14,0.99,0.67,0.68,0.68,2.28,114,3.81,0.292,
IC230405A,137806,8756840,2023-04-05 13:20:20.046,60039.55578756369,gfu-bronze,119.31,10.28,0.44,0.48,0.43,0.41,0.83,0.86,0.79,0.76,0.6,2.03,114,2.62,0.317,
IC230416A,137840,57034692,2023-04-16 05:22:26.151,60050.2239137798,gfu-bronze,345.81,9.22,0.26,0.37,0.23,0.25,0.51,0.6,0.42,0.45,0.23,0.73,137,2.31,0.359,
IC230506A,137910,29871391,2023-05-06 15:53:45.938,60070.66233724213,gfu-gold,49.88,21.54,0.83,0.73,0.63,0.87,1.59,1.28,1.2,1.36,1.68,5.35,225,0.74,0.666,gfu-bronze
IC230511A,137932,1791376,2023-05-11 18:03:50.104,60075.75266324577,gfu-gold,16.83,36.42,0.76,0.91,0.93,0.94,1.4,1.7,1.75,1.92,1.92,6.78,184,0.4,0.587,gfu-bronze
IC230524A,137971,11526243,2023-05-24 11:09:36.249,60088.46500287874,gfu-bronze,319.17,2.84,0.44,0.53,0.48,0.5,0.85,0.94,1.01,0.91,0.73,2.63,113,3.94,0.284,
IC230603A,138005,24780443,2023-06-03 05:00:47.130,60098.20887882084,gfu-bronze,66.88,24.67,0.84,0.97,0.68,0.84,1.55,1.78,1.27,2.41,1.89,7.31,155,1.12,0.475,
IC230707A,138125,11333473,2023-07-07 16:58:50.036,60132.70752355949,gfu-gold,268.99,-2.09,0.18,0.25,0.17,0.24,0.33,0.41,0.34,0.42,0.13,0.42,301,0.39,0.684,"hese-bronze, gfu-bronze, ehe-gold"
IC230707B,138125,29513102,2023-07-07 18:56:51.435,60132.789484205896,gfu-bronze,128.23,21.58,0.95,0.88,1.1,1.06,1.78,1.59,2.0,1.89,2.87,9.51,160,1.2,0.488,
IC230708A,138131,35302784,2023-07-08 08:17:05.211,60133.34519920464,gfu-gold,271.32,8.73,0.29,0.34,0.39,0.39,0.56,0.61,0.72,0.72,0.38,1.31,222,0.85,0.58,gfu-bronze
IC230724A,138181,66037171,2023-07-24 01:49:13.381,60149.07584932059,gfu-gold,33.22,-2.13,0.53,0.52,0.26,0.24,0.85,0.85,0.43,0.42,0.42,1.18,199,1.02,0.549,gfu-bronze
IC230725A,138193,21103478,2023-07-25 21:30:51.064,60150.89642434823,gfu-bronze,325.68,12.25,0.94,0.62,0.49,0.46,1.68,1.04,0.84,0.81,0.98,3.13,155,1.56,0.416,
IC230727A,138198,44334860,2023-07-27 16:05:39.630,60152.67059757279,gfu-bronze,33.27,7.48,0.26,0.26,0.24,0.28,0.48,0.48,0.45,0.5,0.21,0.71,118,3.15,0.312,
IC230914A,138354,45413430,2023-09-14 05:21:03.717,60201.22295969,gfu-gold,164.27,32.4,0.41,0.39,0.36,0.39,0.74,0.72,0.67,0.7,0.39,1.33,174,0.81,0.561,gfu-bronze
IC231004A,138415,56188508,2023-10-04 14:39:41.180,60221.610893290854,gfu-gold,144.49,24.34,0.35,0.42,0.44,0.32,0.66,0.71,0.75,0.61,0.4,1.29,465,0.42,0.85,gfu-bronze
IC231014A,138449,20481611,2023-10-14 22:00:06.269,60231.91673922834,gfu-bronze,296.1,0.78,0.78,0.79,1.3,0.62,1.8,1.42,2.01,1.07,2.28,7.68,115,3.67,0.302,
IC231027A,138487,60138479,2023-10-27 04:16:10.448,60244.17789869937,gfu-gold,267.85,47.9,1.11,1.14,1.11,1.22,2.08,2.11,1.93,2.09,2.8,9.03,199,0.15,0.642,gfu-bronze
IC231103A,138515,8773328,2023-11-03 09:17:35.299,60251.387214114286,gfu-gold,106.29,48.34,0.8,0.7,0.52,0.56,1.35,1.34,0.98,1.03,0.84,2.81,187,0.15,0.614,gfu-bronze
IC231125A,138599,39138591,2023-11-25 22:34:56.645,60273.940933395774,gfu-gold,177.28,53.81,2.27,2.27,0.77,1.02,4.03,4.01,1.49,1.78,3.72,12.25,199,0.15,0.645,gfu-bronze
IC231202A,138632,31747601,2023-12-02 17:08:24.093,60280.71416774579,gfu-bronze,138.65,0.15,0.29,0.25,0.34,0.33,0.51,0.48,0.62,0.61,0.28,0.96,108,4.4,0.271,
IC231211A,138669,4054005,2023-12-11 00:47:31.792,60289.03300685455,gfu-bronze,312.36,10.01,0.31,0.3,0.25,0.27,0.56,0.56,0.47,0.49,0.24,0.82,106,3.3,0.277,
IC240105A,138821,46175426,2024-01-05 12:27:42.574,60314.51924275227,gfu-bronze,72.91,11.34,0.29,0.27,0.26,0.22,0.54,0.51,0.47,0.42,0.21,0.71,110,2.64,0.301,
IC240123A,138890,34080563,2024-01-23 11:25:36.053,60332.47611172446,gfu-bronze,357.63,4.37,0.28,0.24,0.25,0.28,0.51,0.47,0.47,0.5,0.22,0.73,110,4.15,0.267,
IC240204A,138938,62272876,2024-02-04 09:09:00.441,60344.381255103115,gfu-bronze,348.57,10.62,0.3,0.27,0.42,0.4,0.53,0.55,0.73,0.75,0.36,1.22,156,1.61,0.414,
IC240229A,139071,47725621,2024-02-29 15:48:21.516,60369.65858236644,gfu-bronze,72.73,15.71,0.6,0.72,0.38,0.39,1.04,1.33,0.69,0.72,0.76,2.49,163,1.34,0.477,
IC240307A,139100,34742349,2024-03-07 07:44:57.381,60376.32288635149,gfu-gold,239.02,39.45,1.65,1.48,1.83,1.68,3.24,2.61,3.5,3.09,6.35,21.92,192,0.23,0.606,gfu-bronze
IC240327A,139204,39158985,2024-03-27 11:04:49.928,60396.46168897846,gfu-gold,25.4,7.75,0.26,0.27,0.29,0.32,0.48,0.49,0.54,0.57,0.25,0.83,200,1.03,0.539,gfu-bronze
IC240327B,139205,9784024,2024-03-27 16:12:30.473,60396.67535269246,gfu-bronze,89.03,1.53,0.26,0.31,0.35,0.34,0.49,0.54,0.63,0.61,0.3,1.0,153,2.42,0.371,
IC240412A,139279,10803235,2024-04-12 05:33:46.900,60412.23179282306,gfu-bronze,102.7,6.88,0.5,0.47,0.41,0.45,0.9,0.85,0.77,0.84,0.64,2.17,121,3.41,0.309,
IC240419A,139303,27647445,2024-04-19 23:25:41.045,60419.97616950717,gfu-bronze,73.04,1.6,0.89,0.88,0.37,0.33,1.67,1.55,0.71,0.61,0.96,3.32,121,3.43,0.315,
IC240424A,139315,50057906,2024-04-24 01:49:26.001,60424.07599538581,gfu-gold,325.99,2.65,0.72,0.53,0.48,0.44,1.28,0.99,0.86,0.8,0.88,2.95,192,1.22,0.508,gfu-bronze
IC240721A,139674,30853199,2024-07-21 16:17:25.765,60512.67877043129,gfu-bronze,354.95,22.59,0.28,0.28,0.27,0.3,0.51,0.5,0.5,0.53,0.23,0.75,147,1.38,0.454,
IC240725A,139685,1723093,2024-07-25 05:11:37.936,60516.21641129355,gfu-bronze,60.8,48.92,0.54,0.45,0.41,0.38,0.96,0.86,0.74,0.7,0.39,1.33,105,0.9,0.387,
IC240808A,139735,13003768,2024-08-08 06:32:39.254,60530.27267654723,gfu-bronze,55.94,33.15,0.61,0.5,0.42,0.42,1.13,0.94,0.79,0.76,0.54,1.85,127,1.18,0.445,
IC240929A,139912,46959751,2024-09-29 09:55:54.034,60582.413819835245,gfu-gold,180.57,18.92,0.37,0.32,0.31,0.28,0.67,0.63,0.55,0.55,0.3,1.04,268,0.76,0.712,gfu-bronze
IC241006A,139939,8268246,2024-10-06 22:38:14.304,60589.94322111396,gfu-bronze,58.45,8.35,0.44,0.49,0.27,0.25,0.85,0.92,0.47,0.49,0.37,1.29,133,2.56,0.347,
IC241113A,140078,30891383,2024-11-13 00:22:20.682,60627.015517157786,gfu-bronze,196.17,8.5,0.22,0.23,0.41,0.33,0.4,0.4,0.73,0.64,0.25,0.85,105,3.87,0.263,
IC241127A,140125,41215060,2024-11-27 14:11:14.424,60641.591139168864,gfu-gold,164.14,5.38,0.2,0.33,0.33,0.29,0.42,0.57,0.58,0.55,0.25,0.81,188,1.28,0.491,gfu-bronze
IC241224A,140284,303893,2024-12-24 07:10:04.350,60668.29866146295,gfu-bronze,184.97,2.76,0.21,0.16,0.28,0.29,0.38,0.32,0.52,0.52,0.16,0.55,114,3.82,0.292,
IC250101A,140312,53817657,2025-01-01 21:04:57.733,60676.87844598499,gfu-bronze,318.96,-0.93,0.34,0.37,0.26,0.25,0.64,0.63,0.48,0.44,0.27,0.9,161,1.92,0.406,hese-bronze
IC250102A,140314,61338661,2025-01-02 13:48:01.925,60677.575022281475,gfu-bronze,262.84,6.73,0.6,0.63,0.45,0.42,1.18,1.05,0.83,0.76,0.81,2.74,107,4.2,0.259,
IC250203A,140436,11917698,2025-02-03 03:59:29.200,60709.16631019066,gfu-bronze,253.3,-1.31,0.11,0.13,0.11,0.08,0.23,0.23,0.2,0.16,0.04,0.13,114,3.71,0.305,
IC250207A,140472,78196104,2025-02-07 02:07:55.273,60713.08883418069,gfu-bronze,132.98,20.62,1.01,1.02,0.68,0.7,1.99,1.94,1.31,1.36,1.95,7.29,159,1.45,0.468,
IC250302A,140601,60511904,2025-03-02 03:20:52.902,60736.13950118501,gfu-gold,348.05,3.77,0.2,0.23,0.24,0.22,0.38,0.43,0.43,0.41,0.15,0.53,1454,0.16,0.972,gfu-bronze
IC250309A,140626,1288692,2025-03-09 07:36:04.759,60743.316721749776,gfu-gold,211.07,-10.73,0.14,0.15,0.11,0.17,0.3,0.31,0.26,0.3,0.06,0.25,4133,0.18,0.507,gfu-bronze
IC250330A,140729,49427574,2025-03-30 08:31:06.328,60764.35493435525,gfu-bronze,307.53,11.07,0.18,0.1,0.08,0.1,0.31,0.23,0.16,0.18,0.04,0.14,148,1.76,0.393,
IC250406A,140752,31006975,2025-04-06 22:50:35.344,60771.95179796244,gfu-gold,81.47,16.92,0.31,0.27,0.27,0.21,0.54,0.53,0.46,0.46,0.21,0.72,186,0.94,0.56,gfu-bronze
IC250416A,140799,37236133,2025-04-16 18:32:14.979,60781.77239558476,gfu-bronze,83.1,15.64,0.2,0.19,0.12,0.15,0.33,0.34,0.24,0.23,0.07,0.24,114,2.3,0.348,
IC250421A,140824,2517159,2025-04-21 17:06:08.077,60786.71259348931,gfu-bronze,240.91,28.67,1.35,1.97,0.78,0.79,2.49,4.27,1.57,1.58,3.6,14.98,151,1.03,0.481,
IC250426A,140843,52432631,2025-04-26 17:44:58.166,60791.73956210297,gfu-bronze,296.37,20.7,0.11,0.1,0.16,0.14,0.22,0.19,0.29,0.28,0.05,0.17,112,2.26,0.361,
IC250429A,140870,26727884,2025-04-29 15:23:15.629,60794.641153118784,gfu-gold,59.68,25.32,0.24,0.28,0.23,0.22,0.47,0.57,0.39,0.44,0.16,0.57,397,0.5,0.82,gfu-bronze
IC250506A,140896,73492707,2025-05-06 14:14:12.091,60801.593195493406,gfu-bronze,116.5,35.32,0.12,0.1,0.1,0.05,0.23,0.23,0.19,0.14,0.02,0.09,123,0.98,0.442,
IC250706A,141104,37015490,2025-07-06 13:14:40.047,60862.551852399716,gfu-gold,266.0,38.97,0.1,0.1,0.14,0.11,0.18,0.2,0.24,0.21,0.03,0.1,212,0.24,0.652,gfu-bronze
IC250708A,141112,11292662,2025-07-08 14:05:19.545,60864.58703177661,gfu-bronze,222.71,26.49,0.1,0.14,0.13,0.12,0.22,0.25,0.23,0.23,0.04,0.15,116,1.63,0.406,
IC250804A,141198,19914656,2025-08-04 20:16:26.653,60891.84475293366,gfu-bronze,79.5,16.65,0.27,0.29,0.27,0.24,0.51,0.52,0.49,0.45,0.21,0.71,119,2.21,0.369,
IC250813A,141240,9390028,2025-08-13 03:21:09.698,60900.13969557833,gfu-bronze,275.36,8.27,0.41,0.46,0.38,0.33,0.71,0.8,0.65,0.61,0.47,1.47,151,2.08,0.383,
IC250831A,141300,5972385,2025-08-31 18:00:45.826,60918.75053039503,gfu-bronze,105.64,5.12,0.28,0.25,0.28,0.32,0.5,0.47,0.53,0.57,0.25,0.84,159,2.14,0.38,
IC250905A,141315,25569816,2025-09-05 20:08:36.007,60923.83930563705,gfu-bronze,348.31,38.83,0.53,0.53,0.48,0.49,0.94,1.09,0.82,0.81,0.62,2.05,166,0.41,0.542,
IC250926A,141390,64842455,2025-09-26 12:28:55.179,60944.52008309488,gfu-bronze,131.0,9.97,0.31,0.34,0.3,0.41,0.57,0.63,0.55,0.71,0.35,1.17,107,3.27,0.279,
IC251014A,141484,75492250,2025-10-14 18:33:11.583,60962.77305072905,gfu-bronze,2.81,2.87,0.13,0.13,0.17,0.11,0.22,0.23,0.29,0.22,0.06,0.18,157,2.23,0.38,
IC251018A,141495,22018019,2025-10-18 05:05:42.974,60966.212302940585,gfu-gold,321.11,41.31,1.79,1.64,1.42,1.5,3.09,2.94,2.46,3.51,5.59,19.62,192,0.26,0.607,gfu-bronze
IC251025A,141518,18513107,2025-10-25 13:47:53.265,60973.57492205003,gfu-bronze,145.63,15.06,0.48,0.46,0.36,0.33,0.88,0.88,0.65,0.62,0.49,1.68,113,2.35,0.342,
IC251130A,141654,31953389,2025-11-30 17:53:30.697,61009.745494179195,gfu-gold,229.7,-5.53,0.17,0.14,0.21,0.23,0.3,0.27,0.39,0.4,0.1,0.34,175,1.11,0.495,gfu-bronze
IC251210A,141715,43378962,2025-12-10 11:06:14.409,61019.46266676631,gfu-gold,35.29,20.34,0.37,0.39,0.33,0.4,0.68,0.69,0.64,0.71,0.4,1.36,261,0.73,0.705,gfu-bronze
IC251218A,141741,9008919,2025-12-18 20:21:00.631,61027.84792397374,gfu-bronze,353.6,44.15,0.47,0.4,0.25,0.25,0.9,0.74,0.46,0.45,0.25,0.83,105,0.82,0.386,
IC251225A,141764,19814286,2025-12-25 20:14:06.807,61034.843134339084,gfu-bronze,297.42,22.47,0.3,0.25,0.25,0.27,0.53,0.48,0.46,0.48,0.21,0.69,163,1.07,0.499,
IC260111A,141893,3811884,2026-01-11 20:10:33.910,61051.84067025816,gfu-bronze,70.88,34.59,0.83,0.82,0.41,0.36,1.54,1.39,0.75,0.64,0.82,2.63,160,0.74,0.523,
IC260115A,141917,80302474,2026-01-15 17:32:35.711,61055.7309688789,gfu-bronze,145.77,12.41,1.36,1.05,0.56,0.5,2.29,1.77,1.18,0.91,1.94,6.49,122,2.05,0.351,
IC260125A,141985,63695019,2026-01-25 10:09:39.884,61065.42337828592,gfu-bronze,243.72,6.69,0.27,0.32,0.34,0.33,0.51,0.56,0.61,0.61,0.31,1.02,159,1.98,0.392,
